"year","simulation","dormancy","source","population","pop_size","pop_size_repro","log_meanChangeAboveground","log_lambda"
2014,242,"Natural","Projected","Vertedero",299,13,0.315948510601598,-0.104659290406117
2015,242,"Natural","Projected","Vertedero",82,6,-1.29372432612643,-0.179598170442219
2016,242,"Natural","Projected","Vertedero",17,8,-1.57350590320804,-0.133039016242076
2017,242,"Natural","Projected","Vertedero",3,2,-1.73460105538811,-0.163956188753171
2018,242,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.161809587064816
2019,242,"Natural","Projected","Vertedero",1,1,0,-0.172839382313563
2011,243,"Natural","Projected","Vertedero",33,33,NA,NA
2012,243,"Natural","Projected","Vertedero",250,16,2.02495335639577,0.0340975522676326
2013,243,"Natural","Projected","Vertedero",215,17,-0.150822889734584,-0.0103607801660322
2014,243,"Natural","Projected","Vertedero",307,11,0.356209719459534,-0.0544025358471624
2015,243,"Natural","Projected","Vertedero",88,10,-1.24951093310899,-0.155110372799188
2016,243,"Natural","Projected","Vertedero",17,9,-1.64412347042199,-0.138550482538015
2017,243,"Natural","Projected","Vertedero",4,4,-1.44691898293633,-0.161692141521781
2011,244,"Natural","Projected","Vertedero",33,33,NA,NA
2012,244,"Natural","Projected","Vertedero",271,20,2.10561125941322,0.20923283190159
2013,244,"Natural","Projected","Vertedero",221,21,-0.203956119361948,-0.0323748593419058
2014,244,"Natural","Projected","Vertedero",315,18,0.35440993730788,-0.0490365616515776
2015,244,"Natural","Projected","Vertedero",92,11,-1.23078406177659,-0.0840415704716082
2016,244,"Natural","Projected","Vertedero",13,5,-1.9568392195875,-0.133504135384317
2017,244,"Natural","Projected","Vertedero",2,1,-1.87180217690159,-0.172341000958973
2011,245,"Natural","Projected","Vertedero",33,33,NA,NA
2012,245,"Natural","Projected","Vertedero",249,20,2.02094533499823,0.111372508028696
2013,245,"Natural","Projected","Vertedero",214,19,-0.151476881442856,0.0416526792768279
2014,245,"Natural","Projected","Vertedero",328,15,0.427037593362292,-0.134753976340393
2015,245,"Natural","Projected","Vertedero",116,15,-1.03942341727778,-0.148263430960518
2016,245,"Natural","Projected","Vertedero",29,15,-1.38629436111989,-0.109277877083631
2017,245,"Natural","Projected","Vertedero",2,2,-2.67414864942653,-0.164502036467537
2018,245,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.164804242964924
2011,246,"Natural","Projected","Vertedero",33,33,NA,NA
2012,246,"Natural","Projected","Vertedero",269,23,2.09820381813536,0.165941750295869
2013,246,"Natural","Projected","Vertedero",210,23,-0.24760384888437,0.00471698987813887
2014,246,"Natural","Projected","Vertedero",345,14,0.496436886313891,-0.13396365890728
2015,246,"Natural","Projected","Vertedero",104,12,-1.19915351788999,-0.0462089480300753
2016,246,"Natural","Projected","Vertedero",21,8,-1.59986846141795,-0.129256839748533
2017,246,"Natural","Projected","Vertedero",4,2,-1.65822807660353,-0.17636202276709
2011,247,"Natural","Projected","Vertedero",33,33,NA,NA
2012,247,"Natural","Projected","Vertedero",267,22,2.09074109693377,0.157377658439468
2013,247,"Natural","Projected","Vertedero",201,22,-0.283943750341174,-0.0530742147908803
2014,247,"Natural","Projected","Vertedero",312,15,0.439698279750407,-0.0485746701485572
2015,247,"Natural","Projected","Vertedero",90,9,-1.24319351747922,-0.0690736763029624
2016,247,"Natural","Projected","Vertedero",18,11,-1.6094379124341,-0.148242243141092
2011,248,"Natural","Projected","Vertedero",33,33,NA,NA
2012,248,"Natural","Projected","Vertedero",268,23,2.09447941904438,0.253747869370239
2013,248,"Natural","Projected","Vertedero",220,25,-0.197359434158495,0.0126029486459606
2014,248,"Natural","Projected","Vertedero",366,23,0.509005787049005,-0.0722710255453824
2015,248,"Natural","Projected","Vertedero",107,13,-1.22980449893946,-0.134399560258859
2016,248,"Natural","Projected","Vertedero",20,11,-1.67709656090792,-0.131467795606689
2017,248,"Natural","Projected","Vertedero",1,1,-2.99573227355399,-0.169637297177233
2011,249,"Natural","Projected","Vertedero",33,33,NA,NA
2012,249,"Natural","Projected","Vertedero",244,18,2.00066066382672,0.0655782973369453
2013,249,"Natural","Projected","Vertedero",207,18,-0.164449432027833,0.0685384915365848
2014,249,"Natural","Projected","Vertedero",334,13,0.478422199711331,-0.180736480561334
2015,249,"Natural","Projected","Vertedero",109,12,-1.11979311074756,-0.10749776499621
2016,249,"Natural","Projected","Vertedero",13,6,-2.12639852476761,-0.128229856019143
2011,250,"Natural","Projected","Vertedero",33,33,NA,NA
2012,250,"Natural","Projected","Vertedero",272,24,2.10929450482952,0.266045311254486
2013,250,"Natural","Projected","Vertedero",230,25,-0.167722757372802,0.0201904851054823
2014,250,"Natural","Projected","Vertedero",338,17,0.384966586559823,-0.0998195080835893
2015,250,"Natural","Projected","Vertedero",97,11,-1.24833491697964,-0.172067420053214
2016,250,"Natural","Projected","Vertedero",21,12,-1.53018854077996,-0.161975806062515
2017,250,"Natural","Projected","Vertedero",3,2,-1.94591014905531,-0.172709856868348
2018,250,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.177418041921459
2011,251,"Natural","Projected","Vertedero",33,33,NA,NA
2012,251,"Natural","Projected","Vertedero",276,20,2.12389330425067,0.259146617636556
2013,251,"Natural","Projected","Vertedero",214,21,-0.254424850695299,-0.013941826009468
2014,251,"Natural","Projected","Vertedero",345,18,0.477568402009508,-0.111959994437691
2015,251,"Natural","Projected","Vertedero",109,11,-1.15219653480222,-0.164733098509609
2016,251,"Natural","Projected","Vertedero",13,7,-2.12639852476761,-0.157654032199731
2017,251,"Natural","Projected","Vertedero",1,1,-2.56494935746154,-0.174261639816854
2011,252,"Natural","Projected","Vertedero",33,33,NA,NA
2012,252,"Natural","Projected","Vertedero",245,18,2.00475064907825,0.00358173699000219
2013,252,"Natural","Projected","Vertedero",215,17,-0.130620182417064,-0.0867856871677341
2014,252,"Natural","Projected","Vertedero",297,10,0.323094110675037,-0.129331262916916
2015,252,"Natural","Projected","Vertedero",89,8,-1.20509576907056,-0.14643479746043
2016,252,"Natural","Projected","Vertedero",15,6,-1.78058616862993,-0.114168198438722
2017,252,"Natural","Projected","Vertedero",1,1,-2.70805020110221,-0.176038346048461
2018,252,"Natural","Projected","Vertedero",2,1,0.693147180559945,-0.155741668803198
2019,252,"Natural","Projected","Vertedero",2,NA,0,-0.167013555350335
2011,253,"Natural","Projected","Vertedero",33,33,NA,NA
2012,253,"Natural","Projected","Vertedero",267,20,2.09074109693377,0.0979073135595372
2013,253,"Natural","Projected","Vertedero",206,23,-0.259372489610668,-0.0437823896414808
2014,253,"Natural","Projected","Vertedero",304,15,0.389151532616641,0.0295835527540875
2015,253,"Natural","Projected","Vertedero",97,14,-1.14231672290284,-0.15410484716231
2016,253,"Natural","Projected","Vertedero",15,6,-1.86666077740117,-0.147082006402002
2017,253,"Natural","Projected","Vertedero",3,1,-1.6094379124341,-0.169275217902812
2018,253,"Natural","Projected","Vertedero",3,2,0,-0.172015347589323
2019,253,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.166895663801976
2011,254,"Natural","Projected","Vertedero",33,33,NA,NA
2012,254,"Natural","Projected","Vertedero",251,19,2.0289453776653,0.180442653985687
2013,254,"Natural","Projected","Vertedero",202,17,-0.217185241730579,-0.0550801887268552
2014,254,"Natural","Projected","Vertedero",324,20,0.472475818391125,-0.144481582555233
2015,254,"Natural","Projected","Vertedero",94,12,-1.23744873352233,-0.173884224881001
2016,254,"Natural","Projected","Vertedero",15,9,-1.83524458116779,-0.159423259540031
2017,254,"Natural","Projected","Vertedero",3,3,-1.6094379124341,-0.172080681884474
2018,254,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.159413183353796
2019,254,"Natural","Projected","Vertedero",1,1,0,-0.150864230175416
2011,255,"Natural","Projected","Vertedero",33,33,NA,NA
2012,255,"Natural","Projected","Vertedero",285,24,2.15598161880217,0.222006654918579
2013,255,"Natural","Projected","Vertedero",226,25,-0.231954180996365,0.0229641182199802
2014,255,"Natural","Projected","Vertedero",345,25,0.423009417759074,-0.0964029907787433
2015,255,"Natural","Projected","Vertedero",107,19,-1.17071558256945,-0.121236155767485
2016,255,"Natural","Projected","Vertedero",29,5,-1.30553300447543,-0.0556363565459285
2017,255,"Natural","Projected","Vertedero",4,1,-1.98100146886658,-0.166634721250671
2018,255,"Natural","Projected","Vertedero",2,1,-0.693147180559945,-0.121149889012017
2019,255,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.160574513455181
2011,256,"Natural","Projected","Vertedero",33,33,NA,NA
2012,256,"Natural","Projected","Vertedero",234,20,1.95881355389122,0.0117910704686107
2013,256,"Natural","Projected","Vertedero",181,20,-0.256824084091876,-0.0345743140019033
2014,256,"Natural","Projected","Vertedero",283,14,0.446949866377412,-0.00901368388884969
2015,256,"Natural","Projected","Vertedero",84,7,-1.21463009879992,-0.118954108995163
2016,256,"Natural","Projected","Vertedero",18,12,-1.54044504094715,-0.140358945206918
2017,256,"Natural","Projected","Vertedero",3,3,-1.79175946922805,-0.174061327359334
2018,256,"Natural","Projected","Vertedero",1,NA,-1.09861228866811,-0.163051199548674
2019,256,"Natural","Projected","Vertedero",1,NA,0,-0.173802001552209
2011,257,"Natural","Projected","Vertedero",33,33,NA,NA
2012,257,"Natural","Projected","Vertedero",239,18,1.97995599046503,-0.0199322081024533
2013,257,"Natural","Projected","Vertedero",214,18,-0.110487536909659,-0.112105234739702
2014,257,"Natural","Projected","Vertedero",311,17,0.373816897157383,-0.0128206884290614
2015,257,"Natural","Projected","Vertedero",111,11,-1.0302627108669,-0.0210730191557697
2016,257,"Natural","Projected","Vertedero",15,6,-2.00148000021012,-0.140903904908682
2017,257,"Natural","Projected","Vertedero",1,NA,-2.70805020110221,-0.162152445272412
2011,258,"Natural","Projected","Vertedero",33,33,NA,NA
2012,258,"Natural","Projected","Vertedero",247,21,2.0128807751615,0.20062538939702
2013,258,"Natural","Projected","Vertedero",202,20,-0.201120639226773,-0.00261309964141524
2014,258,"Natural","Projected","Vertedero",299,17,0.392175875989482,-0.151089140544418
2015,258,"Natural","Projected","Vertedero",95,14,-1.14656668179015,-0.0930208384859268
2016,258,"Natural","Projected","Vertedero",20,11,-1.55814461804655,-0.136084337734363
2017,258,"Natural","Projected","Vertedero",6,4,-1.20397280432594,-0.157004944696532
2011,259,"Natural","Projected","Vertedero",33,33,NA,NA
2012,259,"Natural","Projected","Vertedero",270,19,2.10191439753189,0.285936305492201
2013,259,"Natural","Projected","Vertedero",234,20,-0.143100843640673,-0.109579544203556
2014,259,"Natural","Projected","Vertedero",332,11,0.349813853558787,-0.0339937558157126
2015,259,"Natural","Projected","Vertedero",114,10,-1.06893652052199,-0.178180764127923
2016,259,"Natural","Projected","Vertedero",20,12,-1.7404661748405,-0.175116173072685
2017,259,"Natural","Projected","Vertedero",3,2,-1.89711998488588,-0.169821546920323
2011,260,"Natural","Projected","Vertedero",33,33,NA,NA
2012,260,"Natural","Projected","Vertedero",255,22,2.04475598369195,0.0666978048706049
2013,260,"Natural","Projected","Vertedero",215,25,-0.170625517030763,0.0437826424388097
2014,260,"Natural","Projected","Vertedero",308,20,0.359461754845912,-0.0890824016684731
2015,260,"Natural","Projected","Vertedero",104,17,-1.0857088838322,-0.0783043820390206
2016,260,"Natural","Projected","Vertedero",21,10,-1.59986846141795,-0.132717808742844
2017,260,"Natural","Projected","Vertedero",3,2,-1.94591014905531,-0.173206598028271
2011,261,"Natural","Projected","Vertedero",33,33,NA,NA
2012,261,"Natural","Projected","Vertedero",270,22,2.10191439753189,0.0706062408901042
2013,261,"Natural","Projected","Vertedero",236,22,-0.134590153972765,-0.00792581891600137
2014,261,"Natural","Projected","Vertedero",321,24,0.307609318104406,0.0528741449148482
2015,261,"Natural","Projected","Vertedero",92,20,-1.24965254608098,-0.058695211018634
2016,261,"Natural","Projected","Vertedero",14,8,-1.88273124743378,-0.163294681739261
2017,261,"Natural","Projected","Vertedero",1,1,-2.63905732961526,-0.172744503652757
2018,261,"Natural","Projected","Vertedero",1,1,0,-0.161535016777446
2019,261,"Natural","Projected","Vertedero",1,NA,0,-0.151006590439827
2011,262,"Natural","Projected","Vertedero",33,33,NA,NA
2012,262,"Natural","Projected","Vertedero",286,23,2.15948424935337,0.195638255649722
2013,262,"Natural","Projected","Vertedero",240,25,-0.175352887477861,-0.00418874580663976
2014,262,"Natural","Projected","Vertedero",351,29,0.380147300123874,-0.036544462118967
2015,262,"Natural","Projected","Vertedero",102,16,-1.23581341018159,-0.0909148678679485
2016,262,"Natural","Projected","Vertedero",18,11,-1.73460105538811,-0.155569661673168
2017,262,"Natural","Projected","Vertedero",2,1,-2.19722457733622,-0.177505211168111
2018,262,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.162687756381555
2019,262,"Natural","Projected","Vertedero",1,NA,0,-0.165548207274901
2020,262,"Natural","Projected","Vertedero",1,NA,0,-0.168685554253716
2011,263,"Natural","Projected","Vertedero",33,33,NA,NA
2012,263,"Natural","Projected","Vertedero",264,23,2.07944154167984,0.201847933255227
2013,263,"Natural","Projected","Vertedero",226,24,-0.15541410387403,0.0372545080314392
2014,263,"Natural","Projected","Vertedero",359,20,0.462787389215993,0.0454100564038355
2015,263,"Natural","Projected","Vertedero",113,14,-1.15593456977594,-0.114442165888869
2016,263,"Natural","Projected","Vertedero",18,11,-1.83701606081618,-0.171666342115481
2017,263,"Natural","Projected","Vertedero",3,1,-1.79175946922805,-0.173555063581772
2018,263,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.173595931255803
2019,263,"Natural","Projected","Vertedero",1,NA,0,-0.174413930216146
2020,263,"Natural","Projected","Vertedero",1,NA,0,-0.167895339865468
2011,264,"Natural","Projected","Vertedero",33,33,NA,NA
2012,264,"Natural","Projected","Vertedero",271,22,2.10561125941322,0.107351953137634
2013,264,"Natural","Projected","Vertedero",217,22,-0.222221467339241,-0.0498336806905513
2014,264,"Natural","Projected","Vertedero",325,14,0.403927828789278,-0.060113084282239
2015,264,"Natural","Projected","Vertedero",91,8,-1.27296567581289,-0.0933634399776927
2016,264,"Natural","Projected","Vertedero",23,10,-1.3753652905877,-0.143311845266169
2017,264,"Natural","Projected","Vertedero",1,NA,-3.13549421592915,-0.165099229677283
2011,265,"Natural","Projected","Vertedero",33,33,NA,NA
2012,265,"Natural","Projected","Vertedero",232,21,1.95022981019983,0.109587590107242
2013,265,"Natural","Projected","Vertedero",187,22,-0.215628754811723,0.0111921580452542
2014,265,"Natural","Projected","Vertedero",306,17,0.492476485097794,0.0375342000944864
2015,265,"Natural","Projected","Vertedero",104,12,-1.07919420281101,-0.135940768447835
2016,265,"Natural","Projected","Vertedero",11,4,-2.246495626343,-0.142313928867898
2017,265,"Natural","Projected","Vertedero",2,2,-1.70474809223843,-0.17010299228386
2018,265,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.172591506674302
2019,265,"Natural","Projected","Vertedero",1,1,0,-0.164653640794146
2011,266,"Natural","Projected","Vertedero",33,33,NA,NA
2012,266,"Natural","Projected","Vertedero",279,21,2.13470422035489,0.179276958599732
2013,266,"Natural","Projected","Vertedero",232,23,-0.184474410155056,-0.0566439689513714
2014,266,"Natural","Projected","Vertedero",322,18,0.327814173878098,0.0117452485272821
2015,266,"Natural","Projected","Vertedero",111,10,-1.06502134423207,-0.159202923675436
2016,266,"Natural","Projected","Vertedero",14,8,-2.07047287169708,-0.173998265730873
2017,266,"Natural","Projected","Vertedero",3,1,-1.54044504094715,-0.160289783937514
2011,267,"Natural","Projected","Vertedero",33,33,NA,NA
2012,267,"Natural","Projected","Vertedero",284,26,2.15246667669473,0.245360773533503
2013,267,"Natural","Projected","Vertedero",218,26,-0.264479175372117,0.00233681365101597
2014,267,"Natural","Projected","Vertedero",370,24,0.529007942849181,0.0107565362913273
2015,267,"Natural","Projected","Vertedero",112,17,-1.19500413434318,-0.0757671727998347
2016,267,"Natural","Projected","Vertedero",17,4,-1.88528552723888,-0.143017818193326
2017,267,"Natural","Projected","Vertedero",2,2,-2.14006616349627,-0.176952339435433
2011,268,"Natural","Projected","Vertedero",33,33,NA,NA
2012,268,"Natural","Projected","Vertedero",265,18,2.08322226451974,0.107888962011185
2013,268,"Natural","Projected","Vertedero",208,17,-0.242191746284904,0.0158895536028611
2014,268,"Natural","Projected","Vertedero",346,21,0.508900695356406,-0.161250534365063
2015,268,"Natural","Projected","Vertedero",103,17,-1.21170978682809,-0.156377909919472
