"year","simulation","dormancy","source","population","pop_size","pop_size_repro","log_meanChangeAboveground","log_lambda"
2014,271,"Natural","Projected","SierraCarboneraY5",797,363,-0.541711340031956,3.25632973474747
2015,271,"Natural","Projected","SierraCarboneraY5",455,145,-0.560557259839265,0.202599850189664
2016,271,"Natural","Projected","SierraCarboneraY5",579,55,0.241005058622045,0.113428186707992
2017,271,"Natural","Projected","SierraCarboneraY5",133,31,-1.47095334935124,-0.163933149787549
2018,271,"Natural","Projected","SierraCarboneraY5",88,56,-0.413012313743547,-0.123324332841943
2019,271,"Natural","Projected","SierraCarboneraY5",87,39,-0.0114286958236227,-0.104799165708763
2020,271,"Natural","Projected","SierraCarboneraY5",34,5,-0.939547594038422,-0.10666333037073
2021,271,"Natural","Projected","SierraCarboneraY5",7,3,-1.58045037556085,-0.165751723439191
2022,271,"Natural","Projected","SierraCarboneraY5",3,3,-0.847297860387204,-0.172075042690191
2012,272,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,272,"Natural","Projected","SierraCarboneraY5",1418,16,0.604139677738726,-1.73800979745542
2014,272,"Natural","Projected","SierraCarboneraY5",809,372,-0.561203790033581,3.1793502631425
2015,272,"Natural","Projected","SierraCarboneraY5",473,151,-0.536703528566559,0.186324747155867
2016,272,"Natural","Projected","SierraCarboneraY5",523,46,0.10048607557299,0.0857438514580212
2017,272,"Natural","Projected","SierraCarboneraY5",166,27,-1.14759367570838,-0.173070094607278
2018,272,"Natural","Projected","SierraCarboneraY5",86,47,-0.657640492103036,-0.0909499947981474
2019,272,"Natural","Projected","SierraCarboneraY5",64,36,-0.295464212893836,-0.130737717126668
2020,272,"Natural","Projected","SierraCarboneraY5",32,6,-0.693147180559945,-0.110695675983509
2021,272,"Natural","Projected","SierraCarboneraY5",7,3,-1.51982575374441,-0.167228052298061
2022,272,"Natural","Projected","SierraCarboneraY5",4,4,-0.559615787935423,-0.168357167966069
2012,273,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,273,"Natural","Projected","SierraCarboneraY5",1333,10,0.542324290825362,-1.78390179071208
2014,273,"Natural","Projected","SierraCarboneraY5",771,377,-0.547498946615379,3.23833173406439
2015,273,"Natural","Projected","SierraCarboneraY5",442,145,-0.556378491485631,0.192102561424514
2016,273,"Natural","Projected","SierraCarboneraY5",583,47,0.276877304272794,0.0821331326836989
2017,273,"Natural","Projected","SierraCarboneraY5",160,28,-1.29301337111667,-0.169549455877125
2018,273,"Natural","Projected","SierraCarboneraY5",109,67,-0.383825933004683,-0.108225296367771
2019,273,"Natural","Projected","SierraCarboneraY5",78,40,-0.334639055539552,-0.111065717908614
2020,273,"Natural","Projected","SierraCarboneraY5",23,3,-1.22121461076044,-0.106054812858414
2021,273,"Natural","Projected","SierraCarboneraY5",5,2,-1.52605630349505,-0.167029516932388
2022,273,"Natural","Projected","SierraCarboneraY5",1,1,-1.6094379124341,-0.168562097902169
2012,274,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,274,"Natural","Projected","SierraCarboneraY5",1398,9,0.589934893440409,-1.76096249976582
2014,274,"Natural","Projected","SierraCarboneraY5",801,377,-0.556936975725396,3.25894764607016
2015,274,"Natural","Projected","SierraCarboneraY5",489,153,-0.493498457593487,0.219280768679077
2016,274,"Natural","Projected","SierraCarboneraY5",644,60,0.275336236629482,0.0842830672237044
2017,274,"Natural","Projected","SierraCarboneraY5",182,43,-1.26369203902756,-0.167561073882398
2018,274,"Natural","Projected","SierraCarboneraY5",126,80,-0.367724780125317,-0.0929331759155716
2019,274,"Natural","Projected","SierraCarboneraY5",102,58,-0.211309093667207,-0.105064640029416
2020,274,"Natural","Projected","SierraCarboneraY5",33,5,-1.12846525181779,-0.105566588932324
2021,274,"Natural","Projected","SierraCarboneraY5",9,4,-1.29928298413026,-0.163711755929908
2022,274,"Natural","Projected","SierraCarboneraY5",5,4,-0.587786664902119,-0.167138158679878
2012,275,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,275,"Natural","Projected","SierraCarboneraY5",1408,13,0.597062507364641,-1.74012284631349
2014,275,"Natural","Projected","SierraCarboneraY5",817,385,-0.544286441857985,3.18962073112974
2015,275,"Natural","Projected","SierraCarboneraY5",482,168,-0.527694980809403,0.181824104863151
2016,275,"Natural","Projected","SierraCarboneraY5",610,65,0.235514843116757,0.176548299821353
2017,275,"Natural","Projected","SierraCarboneraY5",200,45,-1.11514159061932,-0.156573704305758
2018,275,"Natural","Projected","SierraCarboneraY5",123,62,-0.486133011175619,-0.0633975628698826
2019,275,"Natural","Projected","SierraCarboneraY5",91,39,-0.301324848855567,-0.0983740223343135
2020,275,"Natural","Projected","SierraCarboneraY5",32,11,-1.04512360371712,-0.12371749091472
2021,275,"Natural","Projected","SierraCarboneraY5",14,6,-0.826678573184468,-0.156134047064419
2022,275,"Natural","Projected","SierraCarboneraY5",6,4,-0.847297860387204,-0.16907705856946
2012,276,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,276,"Natural","Projected","SierraCarboneraY5",1375,21,0.573345980747325,-1.76096249976582
2014,276,"Natural","Projected","SierraCarboneraY5",791,392,-0.552911042333018,3.27207874184958
2015,276,"Natural","Projected","SierraCarboneraY5",501,166,-0.456691866682789,0.191883856313118
2016,276,"Natural","Projected","SierraCarboneraY5",583,50,0.151581085265628,0.122402059409443
2017,276,"Natural","Projected","SierraCarboneraY5",165,35,-1.26224171244991,-0.174034372896092
2018,276,"Natural","Projected","SierraCarboneraY5",106,59,-0.442506379788513,-0.110690752313737
2019,276,"Natural","Projected","SierraCarboneraY5",85,39,-0.220787837621751,-0.111754420588901
2020,276,"Natural","Projected","SierraCarboneraY5",24,2,-1.26459742614237,-0.126186411273039
2021,276,"Natural","Projected","SierraCarboneraY5",3,1,-2.07944154167984,-0.166123527958122
2012,277,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,277,"Natural","Projected","SierraCarboneraY5",1371,11,0.570432650208967,-1.7571899272505
2014,277,"Natural","Projected","SierraCarboneraY5",795,379,-0.544953564907982,3.17968867758515
2015,277,"Natural","Projected","SierraCarboneraY5",484,161,-0.4962572079377,0.206787282196411
2016,277,"Natural","Projected","SierraCarboneraY5",603,55,0.219832290010554,0.095731923597091
2017,277,"Natural","Projected","SierraCarboneraY5",157,28,-1.34567139137888,-0.178729892978594
2018,277,"Natural","Projected","SierraCarboneraY5",94,60,-0.512951023078304,-0.112530237888986
2019,277,"Natural","Projected","SierraCarboneraY5",61,30,-0.432420918096693,-0.119061648950478
2020,277,"Natural","Projected","SierraCarboneraY5",21,3,-1.06635142644989,-0.133752172262415
2021,277,"Natural","Projected","SierraCarboneraY5",5,4,-1.43508452528932,-0.170465848557825
2022,277,"Natural","Projected","SierraCarboneraY5",3,3,-0.510825623765991,-0.166393938578038
2012,278,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,278,"Natural","Projected","SierraCarboneraY5",1378,13,0.575525422220257,-1.75022125793441
2014,278,"Natural","Projected","SierraCarboneraY5",816,385,-0.523974096609497,3.18929736431377
2015,278,"Natural","Projected","SierraCarboneraY5",505,159,-0.479855925688747,0.202921080635984
2016,278,"Natural","Projected","SierraCarboneraY5",649,64,0.25087428742873,0.169746868295724
2017,278,"Natural","Projected","SierraCarboneraY5",165,42,-1.36948724280351,-0.16832849200874
2018,278,"Natural","Projected","SierraCarboneraY5",125,76,-0.277631736598279,-0.0772581949218578
2019,278,"Natural","Projected","SierraCarboneraY5",91,38,-0.317454230785451,-0.100906021734572
2020,278,"Natural","Projected","SierraCarboneraY5",23,5,-1.3753652905877,-0.127104664717812
2021,278,"Natural","Projected","SierraCarboneraY5",7,2,-1.18958406687384,-0.162029259099161
2022,278,"Natural","Projected","SierraCarboneraY5",3,2,-0.847297860387204,-0.166619543585042
2012,279,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,279,"Natural","Projected","SierraCarboneraY5",1361,19,0.563111973298119,-1.78777669176863
2014,279,"Natural","Projected","SierraCarboneraY5",793,391,-0.540151781016618,3.23131066992792
2015,279,"Natural","Projected","SierraCarboneraY5",573,184,-0.324937504920108,0.247545933522158
2016,279,"Natural","Projected","SierraCarboneraY5",590,54,0.0292368201850255,0.166029814103018
2017,279,"Natural","Projected","SierraCarboneraY5",173,41,-1.22683094240199,-0.156800917868558
2018,279,"Natural","Projected","SierraCarboneraY5",146,70,-0.169684972789442,-0.0640233995981675
2019,279,"Natural","Projected","SierraCarboneraY5",111,44,-0.274076420396002,-0.101051135651021
2020,279,"Natural","Projected","SierraCarboneraY5",24,6,-1.53147637096439,-0.124371804471647
2021,279,"Natural","Projected","SierraCarboneraY5",6,2,-1.38629436111989,-0.169365909994155
2012,280,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,280,"Natural","Projected","SierraCarboneraY5",1335,10,0.543823541481003,-1.77894173645383
2014,280,"Natural","Projected","SierraCarboneraY5",782,385,-0.534831830289039,3.19021161960666
2015,280,"Natural","Projected","SierraCarboneraY5",467,152,-0.515525482876414,0.232217443187973
2016,280,"Natural","Projected","SierraCarboneraY5",603,59,0.255587939058288,0.0931043763921363
2017,280,"Natural","Projected","SierraCarboneraY5",145,40,-1.42518345430661,-0.15626962801865
2018,280,"Natural","Projected","SierraCarboneraY5",98,53,-0.391766263750002,-0.0603977179426899
2019,280,"Natural","Projected","SierraCarboneraY5",81,32,-0.190518323998133,-0.10049594647405
2020,280,"Natural","Projected","SierraCarboneraY5",27,5,-1.09861228866811,-0.12157230319562
2021,280,"Natural","Projected","SierraCarboneraY5",8,3,-1.21639532432449,-0.169587407969087
2022,280,"Natural","Projected","SierraCarboneraY5",3,2,-0.980829253011726,-0.171080987150856
2012,281,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,281,"Natural","Projected","SierraCarboneraY5",1422,12,0.606956581009839,-1.73959416536013
2014,281,"Natural","Projected","SierraCarboneraY5",799,381,-0.576458664596912,3.20069893665259
2015,281,"Natural","Projected","SierraCarboneraY5",484,162,-0.501276039049643,0.211344975443933
2016,281,"Natural","Projected","SierraCarboneraY5",617,61,0.242784117188756,0.0679105894753532
2017,281,"Natural","Projected","SierraCarboneraY5",162,31,-1.337272688673,-0.165633968182069
2018,281,"Natural","Projected","SierraCarboneraY5",85,51,-0.644945078742068,-0.108082367940057
2019,281,"Natural","Projected","SierraCarboneraY5",61,27,-0.331777392317005,-0.116638228089035
2020,281,"Natural","Projected","SierraCarboneraY5",21,8,-1.06635142644989,-0.133655133730789
2021,281,"Natural","Projected","SierraCarboneraY5",5,2,-1.43508452528932,-0.168828139643721
2022,281,"Natural","Projected","SierraCarboneraY5",4,3,-0.22314355131421,-0.170122140041872
2012,282,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,282,"Natural","Projected","SierraCarboneraY5",1387,21,0.582035390961485,-1.73274662741115
2014,282,"Natural","Projected","SierraCarboneraY5",832,382,-0.511065979493623,3.22958987742091
2015,282,"Natural","Projected","SierraCarboneraY5",505,155,-0.499274011545849,0.228918526247388
2016,282,"Natural","Projected","SierraCarboneraY5",646,62,0.246241074507242,0.0945122420777647
2017,282,"Natural","Projected","SierraCarboneraY5",157,41,-1.41455369843429,-0.1738130583899
2018,282,"Natural","Projected","SierraCarboneraY5",122,64,-0.252224760615051,-0.0712734879474353
2019,282,"Natural","Projected","SierraCarboneraY5",99,44,-0.208901194598667,-0.0990396819920528
2020,282,"Natural","Projected","SierraCarboneraY5",30,7,-1.19392246847243,-0.118233807411764
2021,282,"Natural","Projected","SierraCarboneraY5",10,5,-1.09861228866811,-0.171231326433673
2022,282,"Natural","Projected","SierraCarboneraY5",8,5,-0.22314355131421,-0.168396693623244
2012,283,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,283,"Natural","Projected","SierraCarboneraY5",1404,17,0.594217555232409,-1.74808678540578
2014,283,"Natural","Projected","SierraCarboneraY5",810,391,-0.550046336919272,3.17778727030372
2015,283,"Natural","Projected","SierraCarboneraY5",521,188,-0.441284205913118,0.22803691781485
2016,283,"Natural","Projected","SierraCarboneraY5",613,52,0.162614894182844,0.115900623843826
2017,283,"Natural","Projected","SierraCarboneraY5",165,31,-1.31241946203563,-0.177090260842798
2018,283,"Natural","Projected","SierraCarboneraY5",114,57,-0.369747025506085,-0.0762377904764557
2019,283,"Natural","Projected","SierraCarboneraY5",71,35,-0.47351857135318,-0.119732947918835
2020,283,"Natural","Projected","SierraCarboneraY5",34,7,-0.736319352425154,-0.114551756833374
2021,283,"Natural","Projected","SierraCarboneraY5",7,1,-1.58045037556085,-0.165958776434167
2022,283,"Natural","Projected","SierraCarboneraY5",5,4,-0.336472236621213,-0.165733683729702
2012,284,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,284,"Natural","Projected","SierraCarboneraY5",1355,15,0.558693703960454,-1.74808678540578
2014,284,"Natural","Projected","SierraCarboneraY5",801,376,-0.525695786245442,3.15616080006488
2015,284,"Natural","Projected","SierraCarboneraY5",527,169,-0.418660398526997,0.255236693014244
2016,284,"Natural","Projected","SierraCarboneraY5",594,52,0.119678770821283,0.133740228125558
2017,284,"Natural","Projected","SierraCarboneraY5",170,33,-1.25108088231238,-0.169440403122565
2018,284,"Natural","Projected","SierraCarboneraY5",116,65,-0.382208245943897,-0.0950185867932011
2019,284,"Natural","Projected","SierraCarboneraY5",66,33,-0.563935449079939,-0.133983918903113
2020,284,"Natural","Projected","SierraCarboneraY5",33,5,-0.693147180559945,-0.0783939781954083
2021,284,"Natural","Projected","SierraCarboneraY5",10,3,-1.19392246847243,-0.166826522361372
2022,284,"Natural","Projected","SierraCarboneraY5",5,3,-0.693147180559945,-0.168540832104747
2012,285,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,285,"Natural","Projected","SierraCarboneraY5",1351,17,0.555737308606852,-1.76042268868659
2014,285,"Natural","Projected","SierraCarboneraY5",798,380,-0.52649174051039,3.167747256879
2015,285,"Natural","Projected","SierraCarboneraY5",496,165,-0.475532670724881,0.254472427782742
2016,285,"Natural","Projected","SierraCarboneraY5",628,58,0.235964239743271,0.133051278797492
2017,285,"Natural","Projected","SierraCarboneraY5",178,35,-1.26075661617611,-0.149711818332517
2018,285,"Natural","Projected","SierraCarboneraY5",130,61,-0.314249099836503,-0.0817546301498776
2019,285,"Natural","Projected","SierraCarboneraY5",95,41,-0.313657558855042,-0.0999545732003287
2020,285,"Natural","Projected","SierraCarboneraY5",37,9,-0.942958978956316,-0.12962363032466
2021,285,"Natural","Projected","SierraCarboneraY5",10,4,-1.30833281965018,-0.16394681025902
2022,285,"Natural","Projected","SierraCarboneraY5",4,2,-0.916290731874155,-0.164833062001666
2012,286,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,286,"Natural","Projected","SierraCarboneraY5",1404,13,0.594217555232409,-1.76096249976582
2014,286,"Natural","Projected","SierraCarboneraY5",785,381,-0.581396866803348,3.23226313541949
2015,286,"Natural","Projected","SierraCarboneraY5",448,152,-0.560890485367423,0.179265860028424
2016,286,"Natural","Projected","SierraCarboneraY5",603,62,0.2971239643122,0.0259010320723938
2017,286,"Natural","Projected","SierraCarboneraY5",171,39,-1.26025364022453,-0.168201955662414
2018,286,"Natural","Projected","SierraCarboneraY5",132,69,-0.258861633916289,-0.0715472038180761
2019,286,"Natural","Projected","SierraCarboneraY5",94,48,-0.339507140316367,-0.102792491636188
2020,286,"Natural","Projected","SierraCarboneraY5",43,9,-0.782094666576441,-0.0607040851334588
2021,286,"Natural","Projected","SierraCarboneraY5",11,1,-1.36330484289519,-0.167365886359815
2022,286,"Natural","Projected","SierraCarboneraY5",3,2,-1.29928298413026,-0.160966442499432
2012,287,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,287,"Natural","Projected","SierraCarboneraY5",1377,10,0.574799469375308,-1.77510085381703
2014,287,"Natural","Projected","SierraCarboneraY5",790,370,-0.555629553267588,3.20315597981126
2015,287,"Natural","Projected","SierraCarboneraY5",472,131,-0.515053959875512,0.176209334377077
2016,287,"Natural","Projected","SierraCarboneraY5",553,56,0.158379015936779,0.0595737476659371
2017,287,"Natural","Projected","SierraCarboneraY5",133,30,-1.42500887330058,-0.16936595807751
2018,287,"Natural","Projected","SierraCarboneraY5",88,60,-0.413012313743547,-0.116706029628746
2019,287,"Natural","Projected","SierraCarboneraY5",77,38,-0.133531392624523,-0.114990569988997
2020,287,"Natural","Projected","SierraCarboneraY5",36,5,-0.760286483397574,-0.0989580095532455
2021,287,"Natural","Projected","SierraCarboneraY5",5,1,-1.97408102602201,-0.171890109327862
2022,287,"Natural","Projected","SierraCarboneraY5",4,4,-0.22314355131421,-0.169707840248589
2012,288,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,288,"Natural","Projected","SierraCarboneraY5",1374,10,0.572618443428948,-1.75557745713494
2014,288,"Natural","Projected","SierraCarboneraY5",809,380,-0.529682555723803,3.23815178710065
2015,288,"Natural","Projected","SierraCarboneraY5",466,145,-0.551613282932846,0.191547104693724
2016,288,"Natural","Projected","SierraCarboneraY5",626,62,0.295164736974453,0.121697841168207
2017,288,"Natural","Projected","SierraCarboneraY5",156,30,-1.38949436385056,-0.176003842091917
2018,288,"Natural","Projected","SierraCarboneraY5",92,57,-0.528067430200497,-0.111775801606208
2019,288,"Natural","Projected","SierraCarboneraY5",60,37,-0.42744401482694,-0.117115633110882
2020,288,"Natural","Projected","SierraCarboneraY5",21,4,-1.04982212449868,-0.139341707360627
2021,288,"Natural","Projected","SierraCarboneraY5",6,3,-1.25276296849537,-0.165139654730307
2022,288,"Natural","Projected","SierraCarboneraY5",4,4,-0.405465108108164,-0.16494968284459
2012,289,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,289,"Natural","Projected","SierraCarboneraY5",1386,7,0.581314150396501,-1.7663766981567
2014,289,"Natural","Projected","SierraCarboneraY5",756,367,-0.606135803570316,3.16843935514107
2015,289,"Natural","Projected","SierraCarboneraY5",451,130,-0.516574036676855,0.187371401412282
2016,289,"Natural","Projected","SierraCarboneraY5",644,63,0.356231386601675,0.092106502321711
2017,289,"Natural","Projected","SierraCarboneraY5",178,46,-1.28591517581227,-0.162123823324357
2018,289,"Natural","Projected","SierraCarboneraY5",128,64,-0.329753286372468,-0.0394165200428157
2019,289,"Natural","Projected","SierraCarboneraY5",110,45,-0.151549898127201,-0.0901160197086699
2020,289,"Natural","Projected","SierraCarboneraY5",57,7,-0.657429097957866,-0.0541507090024443
2021,289,"Natural","Projected","SierraCarboneraY5",18,4,-1.15267950993839,-0.167087364932961
2022,289,"Natural","Projected","SierraCarboneraY5",13,10,-0.325422400434628,-0.158607283568275
2012,290,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,290,"Natural","Projected","SierraCarboneraY5",1352,8,0.556477227249563,-1.77784283524434
2014,290,"Natural","Projected","SierraCarboneraY5",778,368,-0.552613732424518,3.2565323532979
2015,290,"Natural","Projected","SierraCarboneraY5",453,136,-0.540834398695358,0.206402403153528
2016,290,"Natural","Projected","SierraCarboneraY5",584,61,0.254008857345193,0.0427001450224341
2017,290,"Natural","Projected","SierraCarboneraY5",151,44,-1.3526211460133,-0.167953926351758
2018,290,"Natural","Projected","SierraCarboneraY5",108,59,-0.335148609690705,-0.0727435293168518
2019,290,"Natural","Projected","SierraCarboneraY5",100,40,-0.0769610411361283,-0.0488551953372154
2020,290,"Natural","Projected","SierraCarboneraY5",48,12,-0.7339691750802,-0.0827391898213127
2021,290,"Natural","Projected","SierraCarboneraY5",16,6,-1.09861228866811,-0.168704264423887
2022,290,"Natural","Projected","SierraCarboneraY5",9,6,-0.575364144903562,-0.167103010168943
2012,291,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,291,"Natural","Projected","SierraCarboneraY5",1392,13,0.585633811541018,-1.74118104747044
2014,291,"Natural","Projected","SierraCarboneraY5",785,378,-0.572813123111957,3.2226379293181
2015,291,"Natural","Projected","SierraCarboneraY5",493,167,-0.465174543739718,0.167647833768085
2016,291,"Natural","Projected","SierraCarboneraY5",584,57,0.169391808785537,0.177493221233541
2017,291,"Natural","Projected","SierraCarboneraY5",176,39,-1.19941698779008,-0.141058680718526
2018,291,"Natural","Projected","SierraCarboneraY5",122,58,-0.366462950304895,-0.0832731715774128
2019,291,"Natural","Projected","SierraCarboneraY5",85,39,-0.36136978824294,-0.115947928572127
2020,291,"Natural","Projected","SierraCarboneraY5",28,2,-1.11044674631511,-0.114631124413036
2021,291,"Natural","Projected","SierraCarboneraY5",8,NA,-1.25276296849537,-0.158669408352459
2022,291,"Natural","Projected","SierraCarboneraY5",6,1,-0.287682072451781,-0.165299799372539
2012,292,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,292,"Natural","Projected","SierraCarboneraY5",1404,8,0.594217555232409,-1.7337970476758
2014,292,"Natural","Projected","SierraCarboneraY5",806,382,-0.554996842079128,3.25205544847403
2015,292,"Natural","Projected","SierraCarboneraY5",478,143,-0.522473010015172,0.250484930667026
2016,292,"Natural","Projected","SierraCarboneraY5",638,50,0.288727550853334,0.0912889769512885
2017,292,"Natural","Projected","SierraCarboneraY5",169,31,-1.32843956842172,-0.167106620985478
2018,292,"Natural","Projected","SierraCarboneraY5",134,74,-0.232058914972162,-0.0769016227600561
2019,292,"Natural","Projected","SierraCarboneraY5",78,33,-0.54113097326132,-0.102678076038552
2020,292,"Natural","Projected","SierraCarboneraY5",24,5,-1.17865499634165,-0.131236706859778
2021,292,"Natural","Projected","SierraCarboneraY5",5,2,-1.56861591791385,-0.166198735929397
2022,292,"Natural","Projected","SierraCarboneraY5",3,3,-0.510825623765991,-0.165397244948833
2012,293,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,293,"Natural","Projected","SierraCarboneraY5",1378,10,0.575525422220257,-1.75934393993041
2014,293,"Natural","Projected","SierraCarboneraY5",755,378,-0.601670702324579,3.19055399311218
2015,293,"Natural","Projected","SierraCarboneraY5",458,151,-0.49984856513484,0.213801021515569
2016,293,"Natural","Projected","SierraCarboneraY5",580,57,0.23615891942628,0.101485644406264
2017,293,"Natural","Projected","SierraCarboneraY5",169,34,-1.23312938861739,-0.166270198267429
2018,293,"Natural","Projected","SierraCarboneraY5",108,60,-0.447767487798854,-0.0999728180590276
2019,293,"Natural","Projected","SierraCarboneraY5",71,33,-0.419451350082904,-0.117553369977326
2020,293,"Natural","Projected","SierraCarboneraY5",29,7,-0.895384047054841,-0.105479301664974
2021,293,"Natural","Projected","SierraCarboneraY5",11,2,-0.969400557188104,-0.16971426465851
2022,293,"Natural","Projected","SierraCarboneraY5",5,3,-0.78845736036427,-0.169454246395537
2012,294,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,294,"Natural","Projected","SierraCarboneraY5",1438,15,0.618145508927645,-1.7264671719263
2014,294,"Natural","Projected","SierraCarboneraY5",823,383,-0.558052337603922,3.18597749328928
2015,294,"Natural","Projected","SierraCarboneraY5",485,159,-0.528807309739587,0.245212459439318
2016,294,"Natural","Projected","SierraCarboneraY5",611,54,0.230948068234112,0.0460535569226072
2017,294,"Natural","Projected","SierraCarboneraY5",139,28,-1.4806230260409,-0.173344023602334
2018,294,"Natural","Projected","SierraCarboneraY5",75,51,-0.616985819594381,-0.127107101310684
2019,294,"Natural","Projected","SierraCarboneraY5",50,31,-0.405465108108164,-0.141428182884381
2020,294,"Natural","Projected","SierraCarboneraY5",14,5,-1.27296567581289,-0.117945997041164
2021,294,"Natural","Projected","SierraCarboneraY5",6,3,-0.847297860387204,-0.168650344314693
2022,294,"Natural","Projected","SierraCarboneraY5",7,3,0.154150679827258,-0.152882702747901
2012,295,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,295,"Natural","Projected","SierraCarboneraY5",1427,13,0.610466588123489,-1.75075558869786
2014,295,"Natural","Projected","SierraCarboneraY5",810,395,-0.566295369810352,3.23562414936647
2015,295,"Natural","Projected","SierraCarboneraY5",493,178,-0.496525073623794,0.215406348367654
2016,295,"Natural","Projected","SierraCarboneraY5",594,49,0.186370145319955,0.0628972889547117
2017,295,"Natural","Projected","SierraCarboneraY5",160,36,-1.31170550412882,-0.170259875217991
2018,295,"Natural","Projected","SierraCarboneraY5",127,67,-0.230986728775236,-0.080465816998556
2019,295,"Natural","Projected","SierraCarboneraY5",95,42,-0.29031019485805,-0.10169723786474
2020,295,"Natural","Projected","SierraCarboneraY5",38,7,-0.916290731874155,-0.0952060350702186
2021,295,"Natural","Projected","SierraCarboneraY5",12,1,-1.15267950993839,-0.166352522413743
2022,295,"Natural","Projected","SierraCarboneraY5",5,3,-0.8754687373539,-0.169382860539152
2012,296,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,296,"Natural","Projected","SierraCarboneraY5",1426,15,0.609765571620894,-1.7306490912462
2014,296,"Natural","Projected","SierraCarboneraY5",831,387,-0.539998806118793,3.22996135023884
2015,296,"Natural","Projected","SierraCarboneraY5",498,156,-0.512029717830795,0.224514432931095
2016,296,"Natural","Projected","SierraCarboneraY5",610,60,0.202858880142704,0.0508975469288714
2017,296,"Natural","Projected","SierraCarboneraY5",149,42,-1.4095126512219,-0.178458547326167
2018,296,"Natural","Projected","SierraCarboneraY5",118,69,-0.233261681479794,-0.0859894499018266
2019,296,"Natural","Projected","SierraCarboneraY5",81,31,-0.376235469793226,-0.130289434380189
2020,296,"Natural","Projected","SierraCarboneraY5",31,6,-0.960461950187293,-0.134555923040405
2021,296,"Natural","Projected","SierraCarboneraY5",9,2,-1.23676262714893,-0.16956569274317
2022,296,"Natural","Projected","SierraCarboneraY5",3,3,-1.09861228866811,-0.165811969918396
2012,297,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,297,"Natural","Projected","SierraCarboneraY5",1332,11,0.541573821746987,-1.76746306436892
2014,297,"Natural","Projected","SierraCarboneraY5",785,369,-0.528753133317926,3.19614107701792
2015,297,"Natural","Projected","SierraCarboneraY5",468,141,-0.517215421864762,0.211610863469964
2016,297,"Natural","Projected","SierraCarboneraY5",613,56,0.269896640018565,0.0607823529444707
2017,297,"Natural","Projected","SierraCarboneraY5",167,24,-1.30037112351946,-0.15904308656322
2018,297,"Natural","Projected","SierraCarboneraY5",119,66,-0.338870319305226,-0.103656571596932
2019,297,"Natural","Projected","SierraCarboneraY5",84,39,-0.348306694268216,-0.109421255701095
2020,297,"Natural","Projected","SierraCarboneraY5",26,2,-1.17272026082183,-0.121965809306412
2021,297,"Natural","Projected","SierraCarboneraY5",7,1,-1.31218638896617,-0.168094307546429
2022,297,"Natural","Projected","SierraCarboneraY5",5,5,-0.336472236621213,-0.166093240478741
2012,298,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,298,"Natural","Projected","SierraCarboneraY5",1385,14,0.580592389268092,-1.75826635361924
2014,298,"Natural","Projected","SierraCarboneraY5",799,377,-0.550094472855164,3.2057802189474
2015,298,"Natural","Projected","SierraCarboneraY5",493,157,-0.482851771723585,0.253184697132052
2016,298,"Natural","Projected","SierraCarboneraY5",599,48,0.194752424072759,0.107460878535111
2017,298,"Natural","Projected","SierraCarboneraY5",149,36,-1.39131529216999,-0.16931140946041
2018,298,"Natural","Projected","SierraCarboneraY5",119,65,-0.22482281283393,-0.0731365594618565
2019,298,"Natural","Projected","SierraCarboneraY5",85,44,-0.336472236621213,-0.105985535883568
2020,298,"Natural","Projected","SierraCarboneraY5",33,4,-0.946143695023836,-0.116988357533266
2021,298,"Natural","Projected","SierraCarboneraY5",5,2,-1.88706964903238,-0.167794621365695
2022,298,"Natural","Projected","SierraCarboneraY5",4,3,-0.22314355131421,-0.165242183415888
